id,on_street,cross_street,routes,routes_total,boardings,alightings,month_beginning,daytype,location
15814,MONTROSE,SHERIDAN,78,1,212.5,45.1,10/1/12,Weekday,"(41.96184159, -87.65463061)"
6438,VINCENNES,79TH STREET,24,1,69,45.1,10/1/12,Weekday,"(41.75062300, -87.63413500)"
15894,CLARK,POLK,24,1,64.7,45.1,10/1/12,Weekday,"(41.87200623, -87.63069157)"
11249,HOMAN (west leg),GRAND,82,1,49.9,45.1,10/1/12,Weekday,"(41.89996302, -87.71165945)"
3011,CALIFORNIA,CORTLAND,52,1,45.3,45.1,10/1/12,Weekday,"(41.91576400, -87.69720900)"
15265,111TH STREET,WENTWORTH,111,1,36.8,45.1,10/1/12,Weekday,"(41.69247919, -87.62753123)"
15253,COMMERCIAL,85TH STREET,"N5,26,71",3,33.6,45.1,10/1/12,Weekday,"(41.74124358, -87.55142476)"
415,MADISON,SPAULDING,20,1,33.5,45.1,10/1/12,Weekday,"(41.88088700, -87.70872200)"
10331,CICERO,GRACE,54,1,8.6,45.1,10/1/12,Weekday,"(41.94976208, -87.74700592)"
9192,51ST STREET,FEDERAL,15,1,8.5,45.1,10/1/12,Weekday,"(41.80198686, -87.62794097)"
12624,ADDISON,OLCOTT,152,1,2.3,45.1,10/1/12,Weekday,"(41.94521888, -87.81419210)"
11204,LAWNDALE,31ST STREET,82,1,1.2,45.1,10/1/12,Weekday,"(41.83710346, -87.71710733)"
3420,63RD STREET,PEORIA,63,1,107.1,45,10/1/12,Weekday,"(41.77963735, -87.64732819)"
4715,HOMAN,13TH STREET,82,1,80.5,45,10/1/12,Weekday,"(41.86442900, -87.71040900)"
17223,CENTRAL,FILLMORE,12,1,17.6,45,10/1/12,Weekday,"(41.86733194, -87.76411560)"
7688,RHODES (east leg),1st driveway n.of 35TH ST,35,1,6.2,45,10/1/12,Weekday,"(41.83153788, -87.61328661)"
10530,GARFIELD,LOOMIS,55,1,151,44.9,10/1/12,Weekday,"(41.79368750, -87.65935061)"
17273,DAMEN,ADAMS,50,1,103.3,44.9,10/1/12,Weekday,"(41.87856984, -87.67666754)"
6006,ASHLAND,GEORGE,9,1,86.2,44.9,10/1/12,Weekday,"(41.93421200, -87.66853000)"
11206,CENTRAL PARK,31ST STREET,82,1,39.8,44.9,10/1/12,Weekday,"(41.83696800, -87.71450700)"
4214,FULTON,CALIFORNIA,94,1,20,44.9,10/1/12,Weekday,"(41.88660797, -87.69629990)"
5823,HALSTED,36TH STREET (south leg),8,1,9.4,44.9,10/1/12,Weekday,"(41.82874993, -87.64615178)"
4296,CALIFORNIA,70TH STREET,94,1,2.2,44.9,10/1/12,Weekday,"(41.76636814, -87.69314358)"
5926,HALSTED,14TH PLACE,"8,18,N62",3,211.5,44.8,10/1/12,Weekday,"(41.86221038, -87.64669121)"
17186,DIVISION,LARAMIE,70,1,171.1,44.8,10/1/12,Weekday,"(41.90218807, -87.75555847)"
4394,ARCHER,LINDER,"62,62H",2,123.6,44.8,10/1/12,Weekday,"(41.79597795, -87.76008498)"
3415,63RD STREET,LOOMIS,63,1,101.9,44.8,10/1/12,Weekday,"(41.77947500, -87.65947100)"
1060,SHERIDAN 3900N,PINE GROVE,151,1,39.1,44.8,10/1/12,Weekday,"(41.95280766, -87.64765892)"
12416,119TH STREET,STATE,119,1,23.8,44.8,10/1/12,Weekday,"(41.67807892, -87.62256039)"
13192,ROOSEVELT,DAMEN,12,1,144.9,44.7,10/1/12,Weekday,"(41.86665512, -87.67575835)"
297,ROOSEVELT,WOOD,12,1,134.2,44.7,10/1/12,Weekday,"(41.86664343, -87.67146821)"
3620,DODGE,MULFORD,"93,97",2,51.4,44.7,10/1/12,Weekday,"(42.02304138, -87.69958420)"
4792,FOSTER,GLENWOOD,92,1,23,44.7,10/1/12,Weekday,"(41.97618700, -87.66485111)"
17507,ARCHER,KNOX,62,1,12.5,44.7,10/1/12,Weekday,"(41.79938852, -87.73909106)"
2686,79TH STREET,HAMLIN (east leg),79,1,11.9,44.7,10/1/12,Weekday,"(41.74969316, -87.71688531)"
14999,MCCORMICK,PRATT,"82,96",2,11.5,44.7,10/1/12,Weekday,"(42.00455898, -87.71155936)"
10437,SKOKIE BLVD,HOWARD,54A,1,6.4,44.7,10/1/12,Weekday,"(42.01908402, -87.74751695)"
7316,EXCHANGE,130TH STREET,30,1,13.7,44.6,10/1/12,Weekday,"(41.65901675, -87.55192596)"
7272,EWING,104TH STREET,"26,30",2,8.1,44.6,10/1/12,Weekday,"(41.70658800, -87.53538400)"
9263,BELMONT,KNOX,77,1,154.3,44.5,10/1/12,Weekday,"(41.93881000, -87.74298000)"
12024,95TH STREET,WOODLAWN,"N5,95E,100",3,105.2,44.5,10/1/12,Weekday,"(41.72229282, -87.59468031)"
429,MADISON,UNITED CENTER (1900W),20,1,74.5,44.5,10/1/12,Weekday,"(41.88129674, -87.67424663)"
8988,PULASKI,SUNNYSIDE (south leg),53,1,72.7,44.5,10/1/12,Weekday,"(41.96257480, -87.72797480)"
881,NORTH AVENUE,LAWNDALE,72,1,61.1,44.5,10/1/12,Weekday,"(41.90990591, -87.71914122)"
10021,KEDZIE,78TH STREET,52A,1,10.7,44.5,10/1/12,Weekday,"(41.75170400, -87.70256100)"
1074,SHERIDAN,WELLINGTON,"134,143,151,156",4,566.3,44.4,10/1/12,Weekday,"(41.93642460, -87.63950084)"
3733,LAWRENCE,KILPATRICK (east leg),81,1,54.4,44.4,10/1/12,Weekday,"(41.96798572, -87.74540135)"
2912,111TH STREET,WENTWORTH,111,1,52.7,44.4,10/1/12,Weekday,"(41.69257978, -87.62776713)"
5102,WALLACE,35TH STREET,44,1,26.1,44.4,10/1/12,Weekday,"(41.83069526, -87.64113565)"
6935,CERMAK,WOOD,21,1,21.5,44.4,10/1/12,Weekday,"(41.85218800, -87.67105400)"
7857,KIMBALL,AVONDALE/HENDERSON,82,1,10.7,44.4,10/1/12,Weekday,"(41.94239477, -87.71265100)"
11417,MONTROSE,MELVINA,78,1,9.3,44.4,10/1/12,Weekday,"(41.96034011, -87.78184050)"
17042,CALIFORNIA,FULLERTON,52,1,161.1,44.3,10/1/12,Weekday,"(41.92459441, -87.69749565)"
15254,ARMITAGE,KEDZIE,73,1,139.3,44.3,10/1/12,Weekday,"(41.91734844, -87.70648790)"
14551,IRVING PARK,CALIFORNIA,80,1,133.4,44.3,10/1/12,Weekday,"(41.95387539, -87.69802532)"
14146,HARLEM,BLUE LINE STATION,90N,1,107.6,44.3,10/1/12,Weekday,"(41.98201057, -87.80835323)"
1319,FULLERTON,LAWNDALE,74,1,98.5,44.3,10/1/12,Weekday,"(41.92444402, -87.71952990)"
6318,26TH STREET,SACRAMENTO,60,1,83.8,44.3,10/1/12,Weekday,"(41.84453600, -87.70027500)"
6879,CERMAK,SPAULDING,21,1,53.1,44.3,10/1/12,Weekday,"(41.85180098, -87.70756936)"
4191,CALIFORNIA,19TH STREET,94,1,30.2,44.3,10/1/12,Weekday,"(41.85546600, -87.69549200)"
10243,CICERO,WEST END,54,1,30.2,44.3,10/1/12,Weekday,"(41.88320800, -87.74543800)"
3549,OAKTON,NILES AVENUE,97,1,19.4,44.3,10/1/12,Weekday,"(42.02635177, -87.75164917)"
7072,COMMERCIAL,88TH STREET,"N5,26,71",3,19.1,44.3,10/1/12,Weekday,"(41.73564957, -87.55146818)"
10956,75TH STREET,PAXTON,"N5,75",2,11.8,44.3,10/1/12,Weekday,"(41.75886118, -87.57133436)"
1492,LINCOLN,BALMORAL,11,1,10.9,44.3,10/1/12,Weekday,"(41.97948500, -87.69266600)"
12633,ADDISON,PITTSBURGH,152,1,0.3,44.3,10/1/12,Weekday,"(41.94496676, -87.83267180)"
802,GRAND,KEDZIE,65,1,41.5,44.2,10/1/12,Weekday,"(41.89820254, -87.70621812)"
15172,16TH STREET,HAMLIN,18,1,21.2,44.2,10/1/12,Weekday,"(41.85898573, -87.72036097)"
11632,CENTRAL,BALMORAL,"85,85A",2,5.5,44.2,10/1/12,Weekday,"(41.97923000, -87.76833800)"
6198,ASHLAND,46TH STREET,9,1,149.2,44.1,10/1/12,Weekday,"(41.81038454, -87.66483136)"
6628,TAYLOR,MORGAN,157,1,133.3,44.1,10/1/12,Weekday,"(41.86955400, -87.65148300)"
12281,103RD STREET,CORLISS,"34,106",2,125,44.1,10/1/12,Weekday,"(41.70755393, -87.60395426)"
2635,79TH STREET,CALUMET,79,1,95.8,44.1,10/1/12,Weekday,"(41.75114000, -87.61630300)"
15017,LINCOLN,BELMONT/ASHLAND,11,1,72.7,44.1,10/1/12,Weekday,"(41.94012300, -87.66888668)"
7256,91ST STREET,BRANDON,"26,30",2,65.3,44.1,10/1/12,Weekday,"(41.73003180, -87.54698928)"
8284,WESTERN,56TH STREET (south leg),49,1,52.9,44.1,10/1/12,Weekday,"(41.79237264, -87.68401256)"
3716,HALSTED,113TH STREET,"8A,108",2,25.1,44.1,10/1/12,Weekday,"(41.68884800, -87.64236000)"
2843,115TH STREET,FOREST,111,1,21.2,44.1,10/1/12,Weekday,"(41.68547410, -87.61536369)"
984,NORTH AVENUE,MAJOR,72,1,20.2,44.1,10/1/12,Weekday,"(41.90945565, -87.76781369)"
3871,LARAMIE,HURON,57,1,11.5,44.1,10/1/12,Weekday,"(41.89291100, -87.75544800)"
12430,119TH STREET,ASHLAND,119,1,7.5,44.1,10/1/12,Weekday,"(41.67762778, -87.66119617)"
5242,100TH STREET,MERRILL,15,1,6.3,44.1,10/1/12,Weekday,"(41.71339148, -87.57027069)"
5741,IRVING PARK,NORDICA,80,1,1.8,44.1,10/1/12,Weekday,"(41.95281411, -87.80346701)"
4153,CALIFORNIA,59TH STREET,94,1,123.1,44,10/1/12,Weekday,"(41.78631799, -87.69349540)"
11016,DIVERSEY,LOGAN,76,1,112.5,44,10/1/12,Weekday,"(41.93210515, -87.68401681)"
9285,BELMONT,LAKEWOOD,77,1,93.7,44,10/1/12,Weekday,"(41.93966029, -87.66125041)"
6010,ASHLAND,ALTGELD,9,1,74.4,44,10/1/12,Weekday,"(41.92707645, -87.66834568)"
8166,47TH STREET,LOOMIS,47,1,58.9,44,10/1/12,Weekday,"(41.80860083, -87.66023270)"
14895,CLARK,HALSTED,22,1,35.5,44,10/1/12,Weekday,"(41.93760248, -87.64891842)"
11536,CENTRAL,ROSCOE,85,1,30.7,44,10/1/12,Weekday,"(41.94229900, -87.76669100)"
11906,CALIFORNIA,GLENLAKE,93,1,30.7,44,10/1/12,Weekday,"(41.99209100, -87.69938000)"
5423,BROADWAY,BALMORAL,36,1,15.4,44,10/1/12,Weekday,"(41.97981845, -87.65985386)"
4540,ARCHER,SAYRE,"62,62H",2,1.7,44,10/1/12,Weekday,"(41.79215507, -87.79635283)"
5631,IRVING PARK,KILPATRICK (east leg),"54A,80",2,167.5,43.9,10/1/12,Weekday,"(41.95335122, -87.74471688)"
17141,47TH STREET,ST. LAWRENCE,47,1,60.8,43.9,10/1/12,Weekday,"(41.80951937, -87.61165371)"
2488,COTTAGE GROVE,69TH STREET,4,1,54.5,43.9,10/1/12,Weekday,"(41.76943365, -87.60557233)"
10323,CICERO,WELLINGTON,54,1,35.3,43.9,10/1/12,Weekday,"(41.93510674, -87.74659708)"
4517,ARCHER,LAVERGNE,"62,62H",2,21.1,43.9,10/1/12,Weekday,"(41.79805927, -87.74767867)"
6623,CLINTON,TAYLOR,157,1,18.8,43.9,10/1/12,Weekday,"(41.86987200, -87.64089600)"
1464,LINCOLN,GEORGE/LAKEWOOD,11,1,16.4,43.9,10/1/12,Weekday,"(41.93426594, -87.66095527)"
12216,103RD STREET,CALUMET,106,1,12.5,43.9,10/1/12,Weekday,"(41.70722237, -87.61506094)"
11196,CENTRAL PARK,23RD STREET,82,1,5,43.9,10/1/12,Weekday,"(41.84991800, -87.71501200)"
8392,WESTERN,POTOMAC,49,1,74,43.8,10/1/12,Weekday,"(41.90471188, -87.68693389)"
3182,CALIFORNIA,HIRSCH,52,1,54.2,43.8,10/1/12,Weekday,"(41.90643007, -87.69686363)"
1240,FULLERTON,CAMPBELL,74,1,47.7,43.8,10/1/12,Weekday,"(41.92495903, -87.68999056)"
1463,LINCOLN,DIVERSEY/RACINE,11,1,31.9,43.8,10/1/12,Weekday,"(41.93246721, -87.65843753)"
6884,CERMAK,HAMLIN,21,1,30.5,43.8,10/1/12,Weekday,"(41.85168191, -87.71976342)"
8912,DAMEN,WASHINGTON,50,1,26.7,43.8,10/1/12,Weekday,"(41.88306000, -87.67660500)"
5475,MILWAUKEE,MAPLEWOOD,56,1,23.4,43.8,10/1/12,Weekday,"(41.91907644, -87.69125645)"
4492,ARCHER,39TH PLACE,62,1,21,43.8,10/1/12,Weekday,"(41.82204571, -87.69145510)"
5992,VERMONT,UNION,"8A,108",2,17.3,43.8,10/1/12,Weekday,"(41.66256300, -87.63921300)"
14338,RIDGE,MULFORD,"201,206",2,11.6,43.8,10/1/12,Weekday,"(42.02347038, -87.68524514)"
1209,SHERIDAN,FARWELL,"147,151",2,9.9,43.8,10/1/12,Weekday,"(42.00692200, -87.66121800)"
10833,71ST STREET,DORCHESTER,71,1,124.5,43.7,10/1/12,Weekday,"(41.76610000, -87.59076000)"
9283,BELMONT,GREENVIEW,77,1,117.2,43.7,10/1/12,Weekday,"(41.93964314, -87.66642856)"
8259,WESTERN,28TH STREET,49,1,102.2,43.7,10/1/12,Weekday,"(41.84122600, -87.68535800)"
10161,69TH STREET,THROOP,67,1,94.2,43.7,10/1/12,Weekday,"(41.76859742, -87.65673956)"
12969,59TH STREET,CALIFORNIA,59,1,43.5,43.7,10/1/12,Weekday,"(41.78633562, -87.69374133)"
8249,WESTERN,18TH STREET (south leg),49,1,17.6,43.7,10/1/12,Weekday,"(41.85705864, -87.68592930)"
9150,PULASKI,VICTORIA,53,1,0.7,43.7,10/1/12,Weekday,"(41.98488500, -87.72838100)"
6785,18TH STREET,MICHIGAN,129,1,0.2,43.7,10/1/12,Weekday,"(41.85780820, -87.62409070)"
12212,103RD STREET,MICHIGAN,106,1,521.7,43.6,10/1/12,Weekday,"(41.70715736, -87.61996456)"
1705,WESTERN,ROSEMONT,49B,1,171.7,43.6,10/1/12,Weekday,"(41.99598670, -87.68995464)"
5658,IRVING PARK,LEAVITT,80,1,73.7,43.6,10/1/12,Weekday,"(41.95398381, -87.68375381)"
3775,MARINE DRIVE,LELAND,"81,136,144,146",4,73.4,43.6,10/1/12,Weekday,"(41.96734713, -87.64905210)"
2061,DIVISION,WOOD,70,1,34.3,43.6,10/1/12,Weekday,"(41.90331550, -87.67217978)"
8150,47TH STREET,FRANCISCO,47,1,27.6,43.6,10/1/12,Weekday,"(41.80817706, -87.69670540)"
17114,JEFFERY,76TH STREET,15,1,19,43.6,10/1/12,Weekday,"(41.75687821, -87.57617428)"
10180,RHODES,68TH STREET,"N5,67",2,7.8,43.6,10/1/12,Weekday,"(41.77101000, -87.61169100)"
2893,111TH STREET,VERNON,111,1,5.1,43.6,10/1/12,Weekday,"(41.69267046, -87.61226293)"
15486,KING DRIVE,57TH STREET,3,1,36.8,43.5,10/1/12,Weekday,"(41.79128366, -87.61582005)"
5835,HALSTED,54TH STREET,8,1,16.7,43.5,10/1/12,Weekday,"(41.79612219, -87.64529907)"
11944,93RD STREET,YATES,"N5,95E",2,13.5,43.5,10/1/12,Weekday,"(41.72619000, -87.56578200)"
12428,119TH STREET,LOOMIS,119,1,8.6,43.5,10/1/12,Weekday,"(41.67766994, -87.65638638)"
7095,TORRENCE,107TH STREET,71,1,4.2,43.5,10/1/12,Weekday,"(41.70105982, -87.55967907)"
12429,119TH STREET,LAFLIN,119,1,2.5,43.5,10/1/12,Weekday,"(41.67763280, -87.65882120)"
9360,BELMONT,PIONEER,77,1,1,43.5,10/1/12,Weekday,"(41.93774147, -87.83103862)"
4994,BELMONT,PINE GROVE,"77,151,156",3,83.2,43.4,10/1/12,Weekday,"(41.94013461, -87.64187132)"
14375,DODGE,DEMPSTER,"93,206",2,80.8,43.4,10/1/12,Weekday,"(42.04119438, -87.69918058)"
10841,71ST STREET,LANGLEY,71,1,59.8,43.4,10/1/12,Weekday,"(41.76590500, -87.60882500)"
11130,KIMBALL,SUNNYSIDE,82,1,59.4,43.4,10/1/12,Weekday,"(41.96302800, -87.71326900)"
4627,ORLEANS,HUBBARD,"11,125",2,43,43.4,10/1/12,Weekday,"(41.88982100, -87.63689300)"
10072,67TH STREET,KENWOOD,"N5,67",2,38.5,43.4,10/1/12,Weekday,"(41.77332640, -87.59278552)"
4254,CALIFORNIA,24TH BOULEVARD,94,1,36,43.4,10/1/12,Weekday,"(41.84799382, -87.69541935)"
9450,BUFFALO,90TH STREET,87,1,24.4,43.4,10/1/12,Weekday,"(41.73216200, -87.54440300)"
2849,115TH STREET,WENTWORTH,111,1,17.1,43.4,10/1/12,Weekday,"(41.68531525, -87.62749388)"
5248,100TH STREET,CALHOUN,100,1,3.4,43.4,10/1/12,Weekday,"(41.71350178, -87.56194985)"
4385,ARCHER,CICERO,"62,62H",2,144.3,43.3,10/1/12,Weekday,"(41.79873174, -87.74333649)"
6492,WENTWORTH,CERMAK,24,1,133.8,43.3,10/1/12,Weekday,"(41.85264158, -87.63208799)"
11902,CALIFORNIA,LINCOLN,93,1,58.7,43.3,10/1/12,Weekday,"(41.98531403, -87.69914345)"
1491,LINCOLN,BERWYN,11,1,23.3,43.3,10/1/12,Weekday,"(41.97765800, -87.69250500)"
2312,STATE,5200 SOUTH,29,1,14.5,43.3,10/1/12,Weekday,"(41.80024655, -87.62568936)"
17086,DAMEN,87TH STREET,48,1,2.1,43.3,10/1/12,Weekday,"(41.73587598, -87.67296031)"
2622,79TH STREET,ANTHONY,79,1,77,43.2,10/1/12,Weekday,"(41.75151620, -87.58872078)"
6260,ASHLAND,ARMITAGE,9,1,57.9,43.2,10/1/12,Weekday,"(41.91782800, -87.66779400)"
15242,CICERO,WELLINGTON,54,1,55,43.2,10/1/12,Weekday,"(41.93486274, -87.74686602)"
6648,WESTERN,OGDEN,"49,157",2,48,43.2,10/1/12,Weekday,"(41.86499902, -87.68612440)"
8424,WESTERN,CULLOM,49,1,16.3,43.2,10/1/12,Weekday,"(41.95940600, -87.68855600)"
15168,KEDZIE,OGDEN (n. service drive),52,1,147.4,43.1,10/1/12,Weekday,"(41.85831024, -87.70536002)"
3508,95TH STREET,NORMAL,"N9,95W,108,112",4,72.4,43.1,10/1/12,Weekday,"(41.72145800, -87.63609800)"
15721,HARLEM,DICKENS,"90,307",2,41.1,43.1,10/1/12,Weekday,"(41.91816354, -87.80630226)"
1854,CLARK,DELAWARE,22,1,33.6,43.1,10/1/12,Weekday,"(41.89936100, -87.63138600)"
11819,HARLEM,LAWRENCE,90,1,27.5,43.1,10/1/12,Weekday,"(41.96719900, -87.80700300)"
3708,HALSTED,105TH STREET,"8A,108",2,18.7,43.1,10/1/12,Weekday,"(41.70343300, -87.64283200)"
2885,111TH STREET,PRINCETON,111,1,14.9,43.1,10/1/12,Weekday,"(41.69241002, -87.63044574)"
10491,CICERO,PENSACOLA,54A,1,3.5,43.1,10/1/12,Weekday,"(41.95988400, -87.74756700)"
15511,61ST STREET,KING DRIVE,59,1,128.6,43,10/1/12,Weekday,"(41.78393659, -87.61600911)"
2302,STATE,61ST STREET (north leg),29,1,56.8,43,10/1/12,Weekday,"(41.78404000, -87.62531700)"
15375,NORTH AVENUE,ELSTON,"N9,72",2,47.4,43,10/1/12,Weekday,"(41.91064525, -87.66177579)"
16078,JACKSON,LEAVITT,126,1,20.3,43,10/1/12,Weekday,"(41.87767255, -87.68168000)"
11947,93RD STREET,MARQUETTE AVENUE,"N5,95E",2,16.3,43,10/1/12,Weekday,"(41.72630800, -87.55825600)"
1502,LINCOLN,PETERSON,11,1,10.1,43,10/1/12,Weekday,"(41.99023575, -87.70687864)"
11202,LAWNDALE,28TH STREET,82,1,0.6,43,10/1/12,Weekday,"(41.84075800, -87.71719500)"
17440,ROOSEVELT,KEELER,12,1,114.3,42.9,10/1/12,Weekday,"(41.86603220, -87.72981934)"
7671,35TH STREET,ABERDEEN,35,1,64.4,42.9,10/1/12,Weekday,"(41.83058600, -87.65344400)"
4778,FOSTER,WASHTENAW,92,1,52.6,42.9,10/1/12,Weekday,"(41.97579120, -87.69655210)"
11876,CALIFORNIA,ARTHUR,93,1,35.8,42.9,10/1/12,Weekday,"(41.99946200, -87.69975200)"
6467,WENTWORTH,51ST STREET,24,1,14.2,42.9,10/1/12,Weekday,"(41.80167092, -87.63056606)"
7559,MICHIGAN,124TH PLACE,34,1,9.9,42.9,10/1/12,Weekday,"(41.66779779, -87.62025073)"
15779,CERMAK,WASHTENAW,21,1,58.2,42.8,10/1/12,Weekday,"(41.85186153, -87.69266045)"
8342,WESTERN,44TH STREET,49,1,37.7,42.8,10/1/12,Weekday,"(41.81375043, -87.68448567)"
13075,59TH STREET,ROCKWELL,59,1,21.7,42.8,10/1/12,Weekday,"(41.78654774, -87.68859801)"
9605,AUSTIN,RANDOLPH/WEST END,"N20,91",2,16,42.8,10/1/12,Weekday,"(41.88384200, -87.77483000)"
11201,LAWNDALE,27TH STREET,82,1,2.7,42.8,10/1/12,Weekday,"(41.84259200, -87.71724700)"
11146,KIMBALL,WRIGHTWOOD,82,1,37.5,42.7,10/1/12,Weekday,"(41.92838900, -87.71228900)"
889,NORTH AVENUE,FRANCISCO,72,1,30.9,42.7,10/1/12,Weekday,"(41.91009545, -87.69892567)"
12168,103RD STREET,PERRY,103,1,9.4,42.7,10/1/12,Weekday,"(41.70719744, -87.62578106)"
2751,79TH STREET,WOLCOTT,79,1,167.8,42.6,10/1/12,Weekday,"(41.75020518, -87.67089014)"
11165,HOMAN,HURON,82,1,63.9,42.6,10/1/12,Weekday,"(41.89375200, -87.71146300)"
3407,63RD STREET,HOYNE,63,1,53.9,42.6,10/1/12,Weekday,"(41.77920108, -87.67651545)"
14645,BALBO,STATE,"2,6,10",3,216.9,42.5,10/1/12,Weekday,"(41.87304902, -87.62728495)"
6158,ASHLAND,84TH STREET,9,1,53.4,42.5,10/1/12,Weekday,"(41.74115081, -87.66307393)"
14171,NORTH AVENUE,NARRAGANSETT,"72,86",2,52.5,42.5,10/1/12,Weekday,"(41.90961154, -87.78459447)"
4172,CALIFORNIA,PERSHING,94,1,46.7,42.5,10/1/12,Weekday,"(41.82268687, -87.69455602)"
7940,BELMONT,WASHTENAW,77,1,39.4,42.5,10/1/12,Weekday,"(41.93949232, -87.69506341)"
3132,KEDZIE,3349 SOUTH,"35,52",2,26.4,42.5,10/1/12,Weekday,"(41.83266508, -87.70459199)"
5527,MILWAUKEE,CARPENTER,56,1,11.3,42.5,10/1/12,Weekday,"(41.89508207, -87.65332322)"
9572,AUSTIN,SCHOOL,91,1,10.5,42.5,10/1/12,Weekday,"(41.94034200, -87.77635200)"
10446,OLD ORCHARD RD,LAWLER,"54A,205",2,0.7,42.5,10/1/12,Weekday,"(42.06260128, -87.75256150)"
9694,GUNNISON,NAGLE,81W,1,37.4,42.4,10/1/12,Weekday,"(41.96847297, -87.78781359)"
11170,HOMAN,FULTON,82,1,27.8,42.4,10/1/12,Weekday,"(41.88642900, -87.71123400)"
820,GRAND,4700 WEST,65,1,26.8,42.4,10/1/12,Weekday,"(41.91292786, -87.74326523)"
7229,SOUTH CHICAGO,73RD STREET/ELLIS,30,1,24.3,42.4,10/1/12,Weekday,"(41.76242855, -87.60097819)"
12176,103RD STREET,PEORIA,103,1,16.2,42.4,10/1/12,Weekday,"(41.70696122, -87.64517168)"
9458,87TH STREET,MARQUETTE AVENUE (west le,87,1,160.1,42.3,10/1/12,Weekday,"(41.73734500, -87.55850500)"
3503,95TH STREET,MORGAN,"N9,95W,112",3,64.3,42.3,10/1/12,Weekday,"(41.72130231, -87.64811279)"
2249,KING DRIVE,80TH STREET,3,1,19.1,42.3,10/1/12,Weekday,"(41.74945300, -87.61496300)"
6819,18TH STREET,DAMEN,18,1,13.1,42.3,10/1/12,Weekday,"(41.85771957, -87.67586875)"
2519,COTTAGE GROVE,OAKWOOD BLVD,4,1,12.8,42.3,10/1/12,Weekday,"(41.82257538, -87.60678482)"
12618,ADDISON,SAYRE,152,1,5.6,42.3,10/1/12,Weekday,"(41.94545023, -87.80066192)"
8970,ASHLAND,HOLLYWOOD,50,1,1.3,42.3,10/1/12,Weekday,"(41.98525531, -87.66973589)"
6360,RANDOLPH,STETSON,"20,60",2,232.9,42.2,10/1/12,Weekday,"(41.88454800, -87.62214300)"
15671,EAST HYDE PARK,BLACKSTONE,"2,15,172",3,214.4,42.2,10/1/12,Weekday,"(41.80249510, -87.59033668)"
17381,KING DRIVE,73RD STREET,3,1,77.2,42.2,10/1/12,Weekday,"(41.76194215, -87.61511939)"
5310,JEFFERY,68TH STREET,"N5,15",2,16.8,42.2,10/1/12,Weekday,"(41.77168300, -87.57622147)"
4788,FOSTER,RAVENSWOOD,"50,92",2,4.3,42.2,10/1/12,Weekday,"(41.97606648, -87.67494662)"
3102,KEDZIE,61ST STREET,"52,52A",2,218.7,42.1,10/1/12,Weekday,"(41.78253850, -87.70316683)"
3400,63RD STREET,WASHTENAW,63,1,96.2,42.1,10/1/12,Weekday,"(41.77908700, -87.69102300)"
11024,DIVERSEY,SOUTHPORT,76,1,93.6,42.1,10/1/12,Weekday,"(41.93241607, -87.66345280)"
11255,KIMBALL,WABANSIA,82,1,80.4,42.1,10/1/12,Weekday,"(41.91179500, -87.71166200)"
10319,CICERO,WRIGHTWOOD,54,1,52.5,42.1,10/1/12,Weekday,"(41.92841578, -87.74632608)"
4201,CALIFORNIA,POLK,94,1,47.4,42.1,10/1/12,Weekday,"(41.87097200, -87.69594600)"
9688,LAWRENCE,MENARD,"81W,91",2,20.6,42.1,10/1/12,Weekday,"(41.96776100, -87.77271100)"
3570,SKOKIE BLVD,FOSTER,"54A,97",2,1.4,42.1,10/1/12,Weekday,"(42.05331400, -87.74674800)"
2875,111TH STREET,THROOP,111,1,44.2,42,10/1/12,Weekday,"(41.69215301, -87.65463149)"
11134,KIMBALL,BELLE PLAINE,82,1,38.5,42,10/1/12,Weekday,"(41.95577400, -87.71303100)"
2230,KING DRIVE,62ND STREET,"3,N4",2,26.4,42,10/1/12,Weekday,"(41.78191700, -87.61573300)"
7537,MICHIGAN,104TH STREET,"34,119",2,25.3,42,10/1/12,Weekday,"(41.70546962, -87.62056176)"
10516,55TH STREET,WASHTENAW,55,1,17.6,42,10/1/12,Weekday,"(41.79364993, -87.69124429)"
12073,LUNT,WESTERN,96,1,17.6,42,10/1/12,Weekday,"(42.00865641, -87.68995666)"
7011,COMMERCIAL,87TH STREET,"N5,26,71",3,195,41.9,10/1/12,Weekday,"(41.73727834, -87.55135169)"
12555,ADDISON,CLARK,152,1,182,41.9,10/1/12,Weekday,"(41.94727653, -87.65640515)"
59,JACKSON,RACINE,126,1,96,41.9,10/1/12,Weekday,"(41.87772931, -87.65677916)"
11252,HOMAN,HIRSCH,82,1,74.4,41.9,10/1/12,Weekday,"(41.90633800, -87.71171400)"
1627,51ST STREET,MICHIGAN,"1,15",2,45.7,41.9,10/1/12,Weekday,"(41.80196418, -87.62253139)"
6865,CERMAK,WOLCOTT,21,1,44.5,41.9,10/1/12,Weekday,"(41.85226490, -87.67314843)"
12699,DODGE,MAIN,"93,206",2,39.8,41.9,10/1/12,Weekday,"(42.03397230, -87.69943728)"
17601,VAN BUREN,PAULINA,126,1,32.5,41.9,10/1/12,Weekday,"(41.87637263, -87.66949367)"
11273,KIMBALL,GRACE,82,1,26.9,41.9,10/1/12,Weekday,"(41.95013600, -87.71272900)"
4833,FOSTER,4635 WEST,92,1,7.4,41.9,10/1/12,Weekday,"(41.97542500, -87.74423700)"
